mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
23.366303364435833,0.1366711187775619,0.32879964510599774,0.029430309825958085,,4,2,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8294171102167986,0.8209555959491042,0.8209555959491042,0.8237761007050023,0.003988796078528994,35
47.37210098902384,0.8933292096894185,0.6955301761627197,0.10279194393538998,,4,2,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8352589900038946,0.8274474162555181,0.8248506881329525,0.8291856981307885,0.004423377658726729,21
11.794150749842325,0.1224889473913455,0.15268492698669434,0.0029730792607702526,,4,5,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8153965987277684,0.8170605037652557,0.8212152687613606,0.8178907904181282,0.0024469385204659083,47
23.549605290095013,0.2798384538017485,0.33111023902893066,0.01910921656331546,,4,5,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8247436063871219,0.8197870682939497,0.8216047779797455,0.822045150886939,0.002047317544220456,39
51.166162172953285,1.407019049897322,0.6864353020985922,0.039293052680797455,,4,5,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8312345839283396,0.8245910153206959,0.8270579070371332,0.8276278354287229,0.0027420022781138387,25
13.088564078013102,0.08089139322167471,0.17868995666503906,0.006350073852259213,,4,10,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8129300272621057,0.8118670475201246,0.8195273954816931,0.8147748234213078,0.0033884792434396016,51
26.96475346883138,0.6833050245325506,0.33692653973897296,0.011513125143568743,,4,10,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8308451252758665,0.8195273954816931,0.8264087250064919,0.8255937485880173,0.004656242537030816,29
44.742067178090416,2.8981454034413967,0.3344356218973796,0.010535087084876847,,4,10,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8329222380890562,0.8205660867307193,0.8266683978187483,0.8267189075461746,0.005044504106580163,27
10.416622400283813,0.08067546032498606,0.1300219694773356,0.010376096980592728,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7437362066727249,0.7317579849389769,0.7525318099195014,0.7426753338437345,0.008513990034049197,75
16.321959018707275,0.2082251932053214,0.1190492312113444,0.0034409387091226683,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7619109437881345,0.7520124642949884,0.7694105427161776,0.7611113169331002,0.007125205752254069,56
24.192694107691448,1.1732992487795932,0.27776233355204266,0.08301872525852604,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7697001168375958,0.7483770449233965,0.7695403791223059,0.7625391802944327,0.01001435428888911,55
5.313365697860718,0.04336911176978246,0.05829771359761556,0.003953975399236908,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.7367259509282098,0.7360425863412101,0.7592833030381719,0.7440172801025305,0.010798312800104045,73
10.968448479970297,0.11713506323232623,0.11495200792948405,0.004411410557682271,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7475009736466312,0.7374707868086211,0.7635679044404051,0.7495132216318859,0.010748697398209517,70
29.59277804692586,0.031119470620965366,0.22629380226135254,0.004301989539957234,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7612618460340127,0.7420150610231109,0.7652557777200727,0.7561775615923988,0.010146269901119265,61
8.417600472768148,0.2437511302073613,0.10410761833190918,0.005315557832232286,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.7285473192262755,0.729031420410283,0.7508439366398338,0.7361408920921307,0.010398500780333513,78
16.76634693145752,1.4107022799322506,0.11864638328552246,0.0030171051419939413,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.7484097105024017,0.7407166969618281,0.7649961049078161,0.7513741707906819,0.01013125300419515,67
24.575093984603882,1.9587173128291195,0.21875929832458496,0.005908192022367321,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.7647669739062702,0.7421448974292392,0.7666839781874838,0.757865283174331,0.011143506998379944,59
5.343349138895671,0.09487140054533046,0.057120323181152344,0.0022808062121066606,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.7477606127482799,0.7224097636977408,0.7590236302259153,0.7430646688906454,0.015311928292920019,74
10.619180838267008,0.12640858983222733,0.10967151323954265,0.002834167759112945,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.755160327145268,0.7447416255518047,0.7556478836665801,0.751849945454551,0.005030280755597538,66
21.30846667289734,0.05322562487219481,0.22796781857808432,0.003971046309810474,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7534726729845515,0.7387691508699039,0.769150869903921,0.7537975645861255,0.012405412226929266,64
5.368749459584554,0.03567058063532477,0.06056356430053711,0.0020051411296836716,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.7356873945216149,0.7248766554141781,0.7533108283562711,0.7379582927640214,0.011718739461385089,76
10.74092141787211,0.04035907076965739,0.11181759834289551,0.005281791142624984,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7552901466960924,0.7396780057128018,0.7635679044404051,0.7528453522830998,0.00990503508643071,65
22.515897909800213,0.4828020028467552,0.24582719802856445,0.004987393754573659,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7656757107620408,0.744871461957933,0.7710984159958453,0.7605485295719396,0.011304254943568405,57
5.482780297597249,0.028249033131379043,0.061870574951171875,0.0005385444898855008,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.7376346877839802,0.7221500908854843,0.7494157361724227,0.7364001716139624,0.011165329547571608,77
11.642873207728067,0.12480220258083115,0.11829400062561035,0.0028702977038219334,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.754381409840322,0.7325370033757466,0.7529213191378863,0.746613244117985,0.0099712380137381,72
23.811359802881878,0.1799806728082752,0.2537565231323242,0.02545686944386348,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7534726729845515,0.7456504803947027,0.7720072708387432,0.7570434747393325,0.011052392486296844,60
5.942805687586467,0.06359457040453574,0.05977749824523926,0.004306483317421943,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7469816954433338,0.7177356530771228,0.7429239158660088,0.7358804214621552,0.012936791425604475,79
11.784605423609415,0.07263746310191084,0.11950914065043132,0.006277508219699791,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7578865377125795,0.7337055310309011,0.7599324850688133,0.7505081846040978,0.011910593337355039,69
24.52486244837443,0.3053717911888778,0.2848068078358968,0.011225625604972232,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7602232896274179,0.7361724227473384,0.7679823422487666,0.7547926848745076,0.013542189524065997,63
6.057352542877197,0.04160448770411908,0.07165726025899251,0.005185116855828483,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7341295599117227,0.7211113996364581,0.7499350817969359,0.7350586804483722,0.01178554515924146,80
12.585652033487955,0.06906986850994098,0.135634978612264,0.005821208309908116,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7500973646631183,0.7363022591534666,0.7601921578810699,0.7488639272325516,0.00979193005234846,71
25.288023312886555,0.11881121587110935,0.28097160657246906,0.00779637576395808,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7645073348046216,0.7437029343027785,0.7685016878732797,0.7589039856602265,0.010871758088064879,58
6.302512884140015,0.028937431247861734,0.07056419054667155,0.0009716958222514456,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7450344021809685,0.7139703972994027,0.7422747338353675,0.7337598444385796,0.014038532826952495,81
12.590718984603882,0.033843432035335394,0.14330744743347168,0.006043061307036591,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7564585226535117,0.7340950402492858,0.7631783952220202,0.7512439860416059,0.012432589651803513,68
25.148581902186077,0.033821902119612335,0.2810343901316325,0.013836615441620107,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7576268986109308,0.7469488444559854,0.7608413399117112,0.7551390276595424,0.005938152569046586,62
9.389701207478842,0.01870874899314534,0.12169726689656575,0.0016689289675815018,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8238348695313514,0.8182290314204103,0.8257595429758504,0.8226078146425374,0.003194411666935066,38
18.68442924817403,0.09286900212424651,0.23242664337158203,0.011428515000870458,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.831364403479164,0.8258893793819787,0.8343287457803168,0.8305275095471533,0.003495808908910486,15
37.39189235369364,0.22363397257892098,0.43291282653808594,0.008697425020304177,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8366870050629625,0.8305634900025968,0.8373149831212672,0.8348551593956088,0.0030454784785115146,6
9.221913576126099,0.015640537991929493,0.11484924952189128,0.0011251446784975958,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.8299363884200961,0.8234224876655414,0.8205660867307193,0.8246416542721189,0.0039213444844364105,33
18.449071804682415,0.01884981894523497,0.2153808275858561,0.002299282145656906,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8324029598857587,0.82653856141262,0.8305634900025968,0.8298350037669918,0.0024489196950951263,18
36.84794004758199,0.22091044008756325,0.4073677857716878,0.005221906929934784,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8413605088926392,0.8319916904700078,0.8341989093741885,0.8358503695789451,0.0039990982537718,2
9.027576764424643,0.08701840809439802,0.10023840268452962,0.00031442155134563907,20,1,10,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.8229261326755809,0.8118670475201246,0.8190080498571799,0.8179337433509618,0.004578314243684406,46
17.85372042655945,0.05792073240451118,0.19294865926106772,0.004886290625455281,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8247436063871219,0.8226434692287717,0.8274474162555181,0.8249448306238039,0.001966357911472798,32
36.01686930656433,0.2843600449706426,0.38021190961201984,0.0046291672071172504,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.8373361028170843,0.8238119968839263,0.8338094001558037,0.8316524999522713,0.0057279737073895045,12
8.97957674662272,0.0870352969672299,0.10640637079874675,0.0015643420948088583,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.8242243281838245,0.8177096857958972,0.8184887042326668,0.8201409060707961,0.002904877455370917,44
18.076478163401287,0.05893368188389712,0.2082792123158773,0.0026242807502144467,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8352589900038946,0.8231628148532849,0.8303038171903402,0.8295752073491732,0.004965045655650494,20
36.09497316678365,0.15004075351983884,0.41119639078776044,0.001590431629939786,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8390237569778008,0.8314723448454947,0.8327707089067775,0.8344222702433578,0.003296634388215754,8
8.969363530476889,0.07568713719280677,0.10431798299153645,0.00513349838557798,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8225366740231079,0.8145936120488185,0.8219942871981304,0.8197081910900189,0.003623325815094218,45
18.019999027252197,0.14244816720280343,0.21200784047444662,0.0026823614877761496,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8337011553940024,0.8206959231368476,0.8303038171903402,0.8282336319070635,0.0055074656510326475,24
35.8881311416626,0.09934075943470862,0.41421349843343097,0.006369583555471232,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8400623133843957,0.8317320176577513,0.8357569462477279,0.8358504257632916,0.0034014713030501216,1
8.814384539922079,0.03724069619462522,0.09911076227823894,0.0011974866332180062,20,2,10,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8222770349214592,0.8123863931446378,0.811088029083355,0.8152504857164841,0.004996714427592133,50
17.64500617980957,0.04587468661085806,0.1956211725870768,0.0072040821963794514,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8268207192003115,0.8212152687613606,0.8291352895351857,0.8257237591656192,0.0033250737588549845,28
35.29646499951681,0.22920230502664538,0.39591066042582196,0.002826418111768235,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8339607944956511,0.8275772526616463,0.8361464554661127,0.83256150087447,0.003635594967789743,10
8.54715887705485,0.12608979183938748,0.0991193453470866,0.0012927127375774027,20,4,2,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8216279371673374,0.8090106465853025,0.8161516489223578,0.8155967442249992,0.00516591036347834,49
17.164198716481526,0.14466084390860837,0.19682089487711588,0.005187654697562318,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8265610800986628,0.8232926512594131,0.8267982342248766,0.8255506551943176,0.0015995826221086445,30
34.5423530737559,0.22948119948581008,0.38559500376383465,0.015119551029932163,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8333116967415293,0.8201765775123344,0.8280965982861594,0.827194957513341,0.005400157797305406,26
8.615528504053751,0.04878529275471187,0.09835131963094075,0.0018265026159213816,20,4,5,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8212384785148643,0.8030381719034018,0.8164113217346144,0.8135626573842935,0.0076984395225441074,53
17.179680426915485,0.10997212760382205,0.20168662071228027,0.0022509245491023097,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8277294560560821,0.8231628148532849,0.8257595429758504,0.8255506046284058,0.001870168333518994,31
34.41233309110006,0.3773603297992543,0.3888981342315674,0.01214395792218725,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8330520576398805,0.8245910153206959,0.8282264346922877,0.8286231692176215,0.0034655791237494676,23
8.606345017751059,0.05010994574022327,0.09592326482137044,0.0004427495852807177,20,4,10,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8113721926522134,0.8077122825240197,0.8200467411062062,0.813043738760813,0.005172379653750603,54
17.060789664586384,0.1022744975005224,0.18693780899047852,0.00619545231235268,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8248734259379462,0.8153726304855882,0.8244611789145676,0.821569078446034,0.004384781438639488,40
31.551154136657715,0.58783936192436,0.33783435821533203,0.0026591135055015662,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8283785538102039,0.8208257595429759,0.8239418332900545,0.8243820488810781,0.003099087783601616,34
